best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
7.670842592233384e-07,0.2143440693616867,1.0,0.9604916572570801,0.0010000000474974513,1999
