loss,accuracy,val_loss,val_accuracy,lr
1.9994456768035889,0.11428571492433548,1.9425767660140991,0.2602739632129669,0.009999999776482582
1.7758662700653076,0.2571428716182709,1.9403092861175537,0.2602739632129669,0.009999999776482582
1.5871381759643555,0.4571428596973419,1.9387353658676147,0.2602739632129669,0.009999999776482582
1.5314545631408691,0.5285714268684387,1.9378547668457031,0.2602739632129669,0.009999999776482582
1.4599822759628296,0.5428571701049805,1.9373223781585693,0.2602739632129669,0.009999999776482582
1.4337551593780518,0.5571428537368774,1.9368873834609985,0.2602739632129669,0.009999999776482582
1.3714203834533691,0.5142857432365417,1.9366323947906494,0.2602739632129669,0.009999999776482582
1.3111087083816528,0.5285714268684387,1.936939001083374,0.2602739632129669,0.009999999776482582
1.3141989707946777,0.5571428537368774,1.9368005990982056,0.2602739632129669,0.009999999776482582
1.2352725267410278,0.6428571343421936,1.937263011932373,0.2602739632129669,0.009999999776482582
1.2735874652862549,0.6000000238418579,1.9379675388336182,0.2602739632129669,0.009999999776482582
1.2401487827301025,0.6285714507102966,1.9378972053527832,0.2602739632129669,0.009999999776482582
1.2465420961380005,0.6428571343421936,1.9375141859054565,0.2602739632129669,0.009999999776482582
1.2064749002456665,0.6571428775787354,1.9379013776779175,0.2602739632129669,0.009999999776482582
1.1360214948654175,0.6428571343421936,1.9390161037445068,0.2602739632129669,0.009999999776482582
1.1076359748840332,0.6857143044471741,1.9406472444534302,0.2602739632129669,0.009999999776482582
1.117789626121521,0.6714285612106323,1.9412047863006592,0.2602739632129669,0.009999999776482582
1.0709294080734253,0.6857143044471741,1.942347526550293,0.08219178020954132,0.009999999776482582
1.0993072986602783,0.699999988079071,1.9431064128875732,0.08219178020954132,0.009999999776482582
1.1510945558547974,0.6571428775787354,1.945770025253296,0.08219178020954132,0.009999999776482582
1.0162101984024048,0.7285714149475098,1.9481667280197144,0.08219178020954132,0.009999999776482582
1.0291459560394287,0.6857143044471741,1.949981451034546,0.08219178020954132,0.009999999776482582
0.984264075756073,0.699999988079071,1.953667402267456,0.08219178020954132,0.009999999776482582
0.9234417676925659,0.7714285850524902,1.9593545198440552,0.08219178020954132,0.009999999776482582
0.9613245129585266,0.7142857313156128,1.9636021852493286,0.08219178020954132,0.009999999776482582
0.9901469349861145,0.6857143044471741,1.968953013420105,0.08219178020954132,0.009999999776482582
0.9538506865501404,0.7142857313156128,1.9748793840408325,0.08219178020954132,0.009999999776482582
0.8754163384437561,0.7571428418159485,1.9804775714874268,0.08219178020954132,0.009999999776482582
0.9250953793525696,0.6857143044471741,1.9855455160140991,0.08219178020954132,0.009999999776482582
0.8985827565193176,0.7857142686843872,1.9958915710449219,0.08219178020954132,0.009999999776482582
0.7973808646202087,0.7571428418159485,2.015564203262329,0.08219178020954132,0.009999999776482582
0.8552070260047913,0.800000011920929,2.0209152698516846,0.08219178020954132,0.009999999776482582
0.8485854268074036,0.800000011920929,2.024249792098999,0.08219178020954132,0.009999999776482582
0.9234379529953003,0.7428571581840515,2.0402886867523193,0.08219178020954132,0.009999999776482582
0.857774019241333,0.7857142686843872,2.0809202194213867,0.08219178020954132,0.009999999776482582
0.7545536756515503,0.8428571224212646,2.0948431491851807,0.08219178020954132,0.009999999776482582
0.7964828014373779,0.8142856955528259,2.0603206157684326,0.08219178020954132,0.009999999776482582
