best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.0016700768610462546,0.933605968952179,1.0,0.7808219194412231,1.907348590179936e-08,1655
