best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.0014824330573901534,1.2337040901184082,1.0,0.753947377204895,0.009999999776482582,1906
