best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.001645625801756978,0.05528094246983528,1.0,0.9967319965362549,9.999999747378752e-05,1998
