best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
6.583194078757515e-08,0.3923383951187134,1.0,0.9698736667633057,9.999999747378752e-05,4902
