best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
1.2791063454642426e-05,0.4703703224658966,1.0,0.9089456796646118,1.2207031829802872e-07,901
