best_model_train_loss,best_model_val_loss,best_model_train_acc,best_model_val_acc,best_model_learning_rate,best_model_nb_epoch
0.5335975885391235,1.0310559272766113,0.8358974456787109,0.7058823704719543,0.0010000000474974513,1977
